epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,1164.35,0.45831,0.5143,0.94615,0.98653,1,0.995,0.95106,0.42363,0.60754,0.71925,0.00172478,0.00172478,0.00172478
141,1171.35,0.45833,0.52015,0.90527,0.98653,1,0.995,0.95106,0.42363,0.60754,0.71925,0.0017228,0.0017228,0.0017228
142,1178.29,0.52792,0.56778,0.96293,0.98653,1,0.995,0.95106,0.42363,0.60754,0.71925,0.00172082,0.00172082,0.00172082
143,1185.69,0.43597,0.43637,0.88222,0.98674,1,0.995,0.95107,0.36081,0.50034,0.70082,0.00171884,0.00171884,0.00171884
144,1192.64,0.49057,0.5944,0.94945,0.98674,1,0.995,0.95107,0.36081,0.50034,0.70082,0.00171686,0.00171686,0.00171686
145,1199.8,0.487,0.52905,0.92008,0.98146,1,0.995,0.995,0.34131,0.58681,0.69082,0.00171488,0.00171488,0.00171488
146,1206.74,0.43308,0.4752,0.92554,0.98146,1,0.995,0.995,0.34131,0.58681,0.69082,0.0017129,0.0017129,0.0017129
147,1213.74,0.48862,0.57524,0.96542,0.98146,1,0.995,0.995,0.34131,0.58681,0.69082,0.00171092,0.00171092,0.00171092
148,1220.94,0.40274,0.44749,0.91945,0.98638,1,0.995,0.90674,0.51154,0.75865,0.74795,0.00170894,0.00170894,0.00170894
149,1228.02,0.45742,0.50496,0.93829,0.98638,1,0.995,0.90674,0.51154,0.75865,0.74795,0.00170696,0.00170696,0.00170696
150,1235.13,0.44708,0.50568,0.96392,0.98638,1,0.995,0.90674,0.51154,0.75865,0.74795,0.00170498,0.00170498,0.00170498
151,1242.14,0.46627,0.4673,0.94214,0.98661,1,0.995,0.90674,0.54028,0.60257,0.75874,0.001703,0.001703,0.001703
152,1249.31,0.52456,0.50765,0.912,0.98661,1,0.995,0.90674,0.54028,0.60257,0.75874,0.00170102,0.00170102,0.00170102
153,1256.24,0.4744,0.47843,0.87342,0.98787,1,0.995,0.80187,0.57879,0.76778,0.83241,0.00169904,0.00169904,0.00169904
154,1263.23,0.41235,0.43027,0.9154,0.98787,1,0.995,0.80187,0.57879,0.76778,0.83241,0.00169706,0.00169706,0.00169706
155,1270.18,0.40913,0.44433,0.92105,0.98787,1,0.995,0.80187,0.57879,0.76778,0.83241,0.00169508,0.00169508,0.00169508
156,1277.44,0.44187,0.43877,0.90051,0.9942,1,0.995,0.86736,0.71602,0.70582,1.05916,0.0016931,0.0016931,0.0016931
157,1285.08,0.42541,0.46578,0.93016,0.9942,1,0.995,0.86736,0.71602,0.70582,1.05916,0.00169112,0.00169112,0.00169112
158,1292.26,0.52362,0.5936,0.93936,0.9942,1,0.995,0.86736,0.71602,0.70582,1.05916,0.00168914,0.00168914,0.00168914
159,1299.73,0.42078,0.43321,0.89449,0.73478,1,0.9125,0.85458,0.44559,0.65917,0.84487,0.00168716,0.00168716,0.00168716
160,1312.6,0.5396,0.60173,0.904,0.73478,1,0.9125,0.85458,0.44559,0.65917,0.84487,0.00168518,0.00168518,0.00168518
161,1321.14,0.44999,0.45359,0.89399,0.97787,1,0.995,0.8955,0.5524,0.68406,0.91457,0.0016832,0.0016832,0.0016832
162,1329.8,0.43021,0.49744,0.89789,0.97787,1,0.995,0.8955,0.5524,0.68406,0.91457,0.00168122,0.00168122,0.00168122
163,1336.83,0.5535,0.61032,0.96187,0.97787,1,0.995,0.8955,0.5524,0.68406,0.91457,0.00167924,0.00167924,0.00167924
164,1343.95,0.40392,0.4328,0.96505,0.98626,1,0.995,0.92909,0.50306,0.62143,0.79785,0.00167726,0.00167726,0.00167726
165,1350.77,0.46926,0.49348,0.91263,0.98626,1,0.995,0.92909,0.50306,0.62143,0.79785,0.00167528,0.00167528,0.00167528
166,1357.56,0.43667,0.46765,0.92175,0.98626,1,0.995,0.92909,0.50306,0.62143,0.79785,0.0016733,0.0016733,0.0016733
167,1364.43,0.53816,0.56682,0.95308,0.98651,1,0.995,0.95109,0.3871,0.56147,0.72882,0.00167132,0.00167132,0.00167132
168,1372.92,0.4388,0.58049,0.90379,0.98651,1,0.995,0.95109,0.3871,0.56147,0.72882,0.00166934,0.00166934,0.00166934
169,1380.14,0.35982,0.42217,0.88411,0.98645,1,0.995,0.95109,0.44977,0.57586,0.76352,0.00166736,0.00166736,0.00166736
170,1386.91,0.40633,0.49098,0.93443,0.98645,1,0.995,0.95109,0.44977,0.57586,0.76352,0.00166538,0.00166538,0.00166538
171,1393.68,0.42369,0.44828,0.90912,0.98645,1,0.995,0.95109,0.44977,0.57586,0.76352,0.0016634,0.0016634,0.0016634
172,1400.49,0.38214,0.46549,0.90296,0.9866,1,0.995,0.92909,0.53987,0.57797,0.78828,0.00166142,0.00166142,0.00166142
173,1407.46,0.47408,0.47898,0.938,0.9866,1,0.995,0.92909,0.53987,0.57797,0.78828,0.00165944,0.00165944,0.00165944
174,1414.28,0.37407,0.42705,0.90742,0.9866,1,0.995,0.92909,0.53987,0.57797,0.78828,0.00165746,0.00165746,0.00165746
175,1421.08,0.40895,0.47462,0.92576,0.98614,1,0.995,0.95109,0.42962,0.55383,0.73775,0.00165548,0.00165548,0.00165548
176,1427.85,0.40371,0.44427,0.93261,0.98614,1,0.995,0.95109,0.42962,0.55383,0.73775,0.0016535,0.0016535,0.0016535
177,1434.67,0.4266,0.46714,0.93276,0.98558,1,0.995,0.95109,0.30207,0.5192,0.69782,0.00165152,0.00165152,0.00165152
178,1441.57,0.42874,0.40787,0.87182,0.98558,1,0.995,0.95109,0.30207,0.5192,0.69782,0.00164954,0.00164954,0.00164954
179,1448.28,0.41345,0.41924,0.86505,0.98558,1,0.995,0.95109,0.30207,0.5192,0.69782,0.00164756,0.00164756,0.00164756
180,1455.14,0.35591,0.37286,0.88903,0.97978,1,0.995,0.995,0.39651,0.55548,0.7526,0.00164558,0.00164558,0.00164558
181,1461.96,0.37928,0.39776,0.94491,0.97978,1,0.995,0.995,0.39651,0.55548,0.7526,0.0016436,0.0016436,0.0016436
182,1468.84,0.50711,0.42301,0.97271,0.97978,1,0.995,0.995,0.39651,0.55548,0.7526,0.00164162,0.00164162,0.00164162
183,1475.83,0.40183,0.45198,0.92643,0.9825,1,0.995,0.90676,0.56245,0.68007,0.80981,0.00163964,0.00163964,0.00163964
184,1482.63,0.40263,0.45164,0.90693,0.9825,1,0.995,0.90676,0.56245,0.68007,0.80981,0.00163766,0.00163766,0.00163766
185,1489.45,0.42575,0.44598,0.84443,0.98539,1,0.995,0.92909,0.60376,0.60033,0.7848,0.00163568,0.00163568,0.00163568
186,1496.31,0.43799,0.41147,0.93157,0.98539,1,0.995,0.92909,0.60376,0.60033,0.7848,0.0016337,0.0016337,0.0016337
187,1503.07,0.45138,0.46458,0.89571,0.98539,1,0.995,0.92909,0.60376,0.60033,0.7848,0.00163172,0.00163172,0.00163172
188,1509.84,0.40348,0.3971,0.91851,0.98453,1,0.995,0.9291,0.41789,0.5267,0.69804,0.00162974,0.00162974,0.00162974
189,1516.93,0.36528,0.37896,0.89512,0.98453,1,0.995,0.9291,0.41789,0.5267,0.69804,0.00162776,0.00162776,0.00162776
190,1523.77,0.42158,0.42702,0.85742,0.98453,1,0.995,0.9291,0.41789,0.5267,0.69804,0.00162578,0.00162578,0.00162578
191,1530.58,0.36368,0.36231,0.8521,0.98446,1,0.995,0.9511,0.38418,0.51592,0.68687,0.0016238,0.0016238,0.0016238
192,1537.36,0.46021,0.43573,0.97424,0.98446,1,0.995,0.9511,0.38418,0.51592,0.68687,0.00162182,0.00162182,0.00162182
193,1544.31,0.45401,0.42856,0.89341,0.9827,1,0.995,0.9291,0.45237,0.51384,0.71066,0.00161984,0.00161984,0.00161984
194,1550.91,0.44952,0.4146,0.91616,0.9827,1,0.995,0.9291,0.45237,0.51384,0.71066,0.00161786,0.00161786,0.00161786
195,1558.17,0.39766,0.46406,0.92494,0.9827,1,0.995,0.9291,0.45237,0.51384,0.71066,0.00161588,0.00161588,0.00161588
196,1564.9,0.36849,0.36249,0.88603,0.95858,1,0.995,0.9291,0.40156,0.55407,0.71198,0.0016139,0.0016139,0.0016139
197,1571.66,0.36015,0.39309,0.87693,0.95858,1,0.995,0.9291,0.40156,0.55407,0.71198,0.00161192,0.00161192,0.00161192
198,1578.49,0.38404,0.39654,0.92264,0.95858,1,0.995,0.9291,0.40156,0.55407,0.71198,0.00160994,0.00160994,0.00160994
199,1585.21,0.37636,0.39438,0.90134,0.96579,1,0.995,0.95111,0.36326,0.48433,0.6966,0.00160796,0.00160796,0.00160796
200,1591.82,0.3608,0.37341,0.87869,0.96579,1,0.995,0.95111,0.36326,0.48433,0.6966,0.00160598,0.00160598,0.00160598
201,1598.6,0.38421,0.3647,0.88309,0.96313,1,0.995,0.96211,0.44677,0.50752,0.72078,0.001604,0.001604,0.001604
202,1605.42,0.40198,0.3991,0.895,0.96313,1,0.995,0.96211,0.44677,0.50752,0.72078,0.00160202,0.00160202,0.00160202
203,1612.3,0.36953,0.38035,0.90659,0.96313,1,0.995,0.96211,0.44677,0.50752,0.72078,0.00160004,0.00160004,0.00160004
204,1619.15,0.41636,0.39816,0.91607,0.96629,1,0.995,0.9291,0.46042,0.53374,0.71306,0.00159806,0.00159806,0.00159806
205,1625.89,0.31613,0.3804,0.91923,0.96629,1,0.995,0.9291,0.46042,0.53374,0.71306,0.00159608,0.00159608,0.00159608
206,1632.54,0.35233,0.34678,0.91322,0.96629,1,0.995,0.9291,0.46042,0.53374,0.71306,0.0015941,0.0015941,0.0015941
207,1639.5,0.34083,0.3901,0.89002,0.94533,1,0.995,0.92909,0.43491,0.52435,0.6937,0.00159212,0.00159212,0.00159212
208,1646.13,0.43516,0.44635,0.95732,0.94533,1,0.995,0.92909,0.43491,0.52435,0.6937,0.00159014,0.00159014,0.00159014
209,1652.78,0.4025,0.39051,0.92481,0.98497,1,0.995,0.92909,0.4329,0.53929,0.70496,0.00158816,0.00158816,0.00158816
210,1659.37,0.36326,0.38822,0.88077,0.98497,1,0.995,0.92909,0.4329,0.53929,0.70496,0.00158618,0.00158618,0.00158618
211,1666.01,0.35553,0.37778,0.92546,0.98497,1,0.995,0.92909,0.4329,0.53929,0.70496,0.0015842,0.0015842,0.0015842
212,1673.09,0.39505,0.39369,0.87584,0.49795,1,0.64133,0.35356,0.95036,1.10403,1.07084,0.00158222,0.00158222,0.00158222
213,1679.75,0.40233,0.5364,0.89342,0.49795,1,0.64133,0.35356,0.95036,1.10403,1.07084,0.00158024,0.00158024,0.00158024
214,1686.54,0.47393,0.47863,0.99194,0.49795,1,0.64133,0.35356,0.95036,1.10403,1.07084,0.00157826,0.00157826,0.00157826
215,1693.29,0.38898,0.39578,0.89079,0.98543,1,0.995,0.9291,0.44398,0.40098,0.7044,0.00157628,0.00157628,0.00157628
216,1700.38,0.42227,0.4095,0.89801,0.98543,1,0.995,0.9291,0.44398,0.40098,0.7044,0.0015743,0.0015743,0.0015743
217,1707.31,0.41207,0.45459,0.89221,0.98635,1,0.995,0.9291,0.50929,0.42797,0.7024,0.00157232,0.00157232,0.00157232
218,1714.27,0.36769,0.38995,0.87334,0.98635,1,0.995,0.9291,0.50929,0.42797,0.7024,0.00157034,0.00157034,0.00157034
219,1720.92,0.40307,0.38491,0.90102,0.98635,1,0.995,0.9291,0.50929,0.42797,0.7024,0.00156836,0.00156836,0.00156836
220,1727.68,0.43739,0.53352,0.84392,0.98631,1,0.995,0.9291,0.4799,0.38943,0.68232,0.00156638,0.00156638,0.00156638
221,1734.61,0.42823,0.4482,0.93585,0.98631,1,0.995,0.9291,0.4799,0.38943,0.68232,0.0015644,0.0015644,0.0015644
222,1741.23,0.40378,0.50522,0.91139,0.98631,1,0.995,0.9291,0.4799,0.38943,0.68232,0.00156242,0.00156242,0.00156242
223,1748.04,0.34907,0.40265,0.91392,0.98583,1,0.995,0.9291,0.46867,0.39153,0.67958,0.00156044,0.00156044,0.00156044
224,1754.64,0.33536,0.34736,0.8771,0.98583,1,0.995,0.9291,0.46867,0.39153,0.67958,0.00155846,0.00155846,0.00155846
225,1761.36,0.36422,0.37444,0.90887,0.98409,1,0.995,0.92909,0.46993,0.39615,0.69328,0.00155648,0.00155648,0.00155648
226,1768.01,0.41857,0.45598,0.89814,0.98409,1,0.995,0.92909,0.46993,0.39615,0.69328,0.0015545,0.0015545,0.0015545
227,1774.62,0.46554,0.44003,0.92019,0.98409,1,0.995,0.92909,0.46993,0.39615,0.69328,0.00155252,0.00155252,0.00155252
228,1781.54,0.52452,0.49125,0.9143,0.98226,1,0.995,0.9621,0.4224,0.40881,0.70172,0.00155054,0.00155054,0.00155054
229,1788.19,0.33239,0.3436,0.9166,0.98226,1,0.995,0.9621,0.4224,0.40881,0.70172,0.00154856,0.00154856,0.00154856
230,1795.11,0.3197,0.38035,0.89935,0.98226,1,0.995,0.9621,0.4224,0.40881,0.70172,0.00154658,0.00154658,0.00154658
231,1801.81,0.3909,0.3901,0.89168,0.98349,1,0.995,0.9291,0.3561,0.42655,0.67903,0.0015446,0.0015446,0.0015446
232,1808.43,0.38869,0.40346,0.98084,0.98349,1,0.995,0.9291,0.3561,0.42655,0.67903,0.00154262,0.00154262,0.00154262
233,1815.43,0.39512,0.34021,0.90924,0.97557,1,0.995,0.9291,0.43489,0.53697,0.69601,0.00154064,0.00154064,0.00154064
234,1822.12,0.48551,0.40268,0.90026,0.97557,1,0.995,0.9291,0.43489,0.53697,0.69601,0.00153866,0.00153866,0.00153866
235,1828.74,0.42384,0.40315,0.94151,0.97557,1,0.995,0.9291,0.43489,0.53697,0.69601,0.00153668,0.00153668,0.00153668
236,1835.37,0.42165,0.41698,0.92953,0.9712,1,0.995,0.90676,0.50977,0.62944,0.7895,0.0015347,0.0015347,0.0015347
237,1842.09,0.43926,0.44746,0.88155,0.9712,1,0.995,0.90676,0.50977,0.62944,0.7895,0.00153272,0.00153272,0.00153272
238,1848.83,0.44881,0.43906,0.91342,0.9712,1,0.995,0.90676,0.50977,0.62944,0.7895,0.00153074,0.00153074,0.00153074
239,1855.85,0.43211,0.43426,0.87559,0.97183,1,0.995,0.90676,0.49572,0.63032,0.81839,0.00152876,0.00152876,0.00152876
240,1862.52,0.4317,0.43427,0.91959,0.97183,1,0.995,0.90676,0.49572,0.63032,0.81839,0.00152678,0.00152678,0.00152678
241,1869.26,0.38348,0.55098,0.90227,0.97812,1,0.995,0.90676,0.37607,0.52869,0.68311,0.0015248,0.0015248,0.0015248
242,1876.04,0.38148,0.36918,0.8933,0.97812,1,0.995,0.90676,0.37607,0.52869,0.68311,0.00152282,0.00152282,0.00152282
243,1882.74,0.37535,0.3657,0.87366,0.97812,1,0.995,0.90676,0.37607,0.52869,0.68311,0.00152084,0.00152084,0.00152084
244,1889.44,0.35081,0.42273,0.90253,0.98506,1,0.995,0.86318,0.42113,0.46165,0.68615,0.00151886,0.00151886,0.00151886
245,1896.03,0.33546,0.37358,0.90833,0.98506,1,0.995,0.86318,0.42113,0.46165,0.68615,0.00151688,0.00151688,0.00151688
246,1902.66,0.40093,0.40578,0.90669,0.98506,1,0.995,0.86318,0.42113,0.46165,0.68615,0.0015149,0.0015149,0.0015149
247,1909.45,0.51294,0.49223,0.97441,0.98615,1,0.995,0.90676,0.44747,0.43761,0.72374,0.00151292,0.00151292,0.00151292
248,1916.28,0.37847,0.38378,0.9446,0.98615,1,0.995,0.90676,0.44747,0.43761,0.72374,0.00151094,0.00151094,0.00151094
249,1923.32,0.39683,0.37766,0.88267,0.98621,1,0.995,0.90676,0.51263,0.39373,0.78948,0.00150896,0.00150896,0.00150896
250,1930.04,0.37908,0.3899,0.89383,0.98621,1,0.995,0.90676,0.51263,0.39373,0.78948,0.00150698,0.00150698,0.00150698
251,1936.65,0.30431,0.32823,0.85434,0.98621,1,0.995,0.90676,0.51263,0.39373,0.78948,0.001505,0.001505,0.001505
252,1943.4,0.3765,0.34563,0.87999,0.98598,1,0.995,0.9291,0.5299,0.39014,0.80862,0.00150302,0.00150302,0.00150302
253,1950.05,0.35899,0.32499,0.86854,0.98598,1,0.995,0.9291,0.5299,0.39014,0.80862,0.00150104,0.00150104,0.00150104
254,1956.66,0.44094,0.41249,0.87915,0.98598,1,0.995,0.9291,0.5299,0.39014,0.80862,0.00149906,0.00149906,0.00149906
255,1963.35,0.3784,0.36531,0.93971,0.98508,1,0.995,0.93994,0.40358,0.42328,0.78731,0.00149708,0.00149708,0.00149708
256,1969.99,0.42906,0.42382,0.89008,0.98508,1,0.995,0.93994,0.40358,0.42328,0.78731,0.0014951,0.0014951,0.0014951
257,1977.02,0.35688,0.34915,0.8767,0.98056,1,0.995,0.96211,0.37743,0.44196,0.74794,0.00149312,0.00149312,0.00149312
258,1983.95,0.36741,0.37764,0.88554,0.98056,1,0.995,0.96211,0.37743,0.44196,0.74794,0.00149114,0.00149114,0.00149114
259,1990.64,0.40247,0.38692,0.91863,0.98056,1,0.995,0.96211,0.37743,0.44196,0.74794,0.00148916,0.00148916,0.00148916
260,1997.26,0.35945,0.38399,0.89047,0.59374,1,0.597,0.56736,0.36317,0.76951,0.73355,0.00148718,0.00148718,0.00148718
261,2003.97,0.36214,0.35521,0.88122,0.59374,1,0.597,0.56736,0.36317,0.76951,0.73355,0.0014852,0.0014852,0.0014852
262,2011.28,0.34273,0.36418,0.89972,0.59374,1,0.597,0.56736,0.36317,0.76951,0.73355,0.00148322,0.00148322,0.00148322
263,2018.28,0.36854,0.35408,0.8975,0.65276,1,0.74625,0.61193,0.37701,0.85363,0.73684,0.00148124,0.00148124,0.00148124
264,2025.01,0.34102,0.32806,0.8834,0.65276,1,0.74625,0.61193,0.37701,0.85363,0.73684,0.00147926,0.00147926,0.00147926
265,2031.71,0.41721,0.36885,0.8893,0.64988,1,0.74625,0.65572,0.34811,0.85537,0.72263,0.00147728,0.00147728,0.00147728
266,2038.53,0.41517,0.40356,0.90301,0.64988,1,0.74625,0.65572,0.34811,0.85537,0.72263,0.0014753,0.0014753,0.0014753
267,2045.17,0.41342,0.42369,0.92298,0.64988,1,0.74625,0.65572,0.34811,0.85537,0.72263,0.00147332,0.00147332,0.00147332
268,2051.87,0.29519,0.30066,0.89708,0.92892,1,0.995,0.92912,0.3953,0.56794,0.70402,0.00147134,0.00147134,0.00147134
269,2058.44,0.41012,0.36251,0.86497,0.92892,1,0.995,0.92912,0.3953,0.56794,0.70402,0.00146936,0.00146936,0.00146936
270,2065.06,0.36255,0.36641,0.92529,0.92892,1,0.995,0.92912,0.3953,0.56794,0.70402,0.00146738,0.00146738,0.00146738
271,2071.78,0.35332,0.32194,0.88306,0.9865,1,0.995,0.92912,0.40994,0.38562,0.70213,0.0014654,0.0014654,0.0014654
272,2078.33,0.36917,0.34555,0.93385,0.9865,1,0.995,0.92912,0.40994,0.38562,0.70213,0.00146342,0.00146342,0.00146342
273,2085.24,0.31337,0.32873,0.89059,0.98641,1,0.995,0.92912,0.43723,0.39487,0.71877,0.00146144,0.00146144,0.00146144
274,2091.96,0.3476,0.37461,0.88434,0.98641,1,0.995,0.92912,0.43723,0.39487,0.71877,0.00145946,0.00145946,0.00145946
275,2098.74,0.31451,0.31042,0.86506,0.98641,1,0.995,0.92912,0.43723,0.39487,0.71877,0.00145748,0.00145748,0.00145748
276,2105.46,0.28093,0.30911,0.8656,0.98654,1,0.995,0.8955,0.42927,0.364,0.7291,0.0014555,0.0014555,0.0014555
277,2112.13,0.33861,0.3111,0.88173,0.98654,1,0.995,0.8955,0.42927,0.364,0.7291,0.00145352,0.00145352,0.00145352
278,2119.07,0.42343,0.3826,0.90126,0.98654,1,0.995,0.8955,0.42927,0.364,0.7291,0.00145154,0.00145154,0.00145154
279,2125.81,0.34496,0.33992,0.87288,0.9867,1,0.995,0.8955,0.4684,0.36698,0.72126,0.00144956,0.00144956,0.00144956
280,2132.49,0.37033,0.38031,0.85508,0.9867,1,0.995,0.8955,0.4684,0.36698,0.72126,0.00144758,0.00144758,0.00144758
281,2139.16,0.42205,0.36276,1.00317,0.98658,1,0.995,0.92911,0.45644,0.35322,0.69905,0.0014456,0.0014456,0.0014456
282,2145.89,0.36312,0.36073,0.88342,0.98658,1,0.995,0.92911,0.45644,0.35322,0.69905,0.00144362,0.00144362,0.00144362
